species,body_mass_kg,trophic_guild,probability_extinction
Sicista armenica,0,herbivore,0.74
Sicista kazbegica,0,herbivore,0.74
Petaurillus emiliae,0,herbivore,0.44
Rhinolophus luctus,0,insectivore,0.21
Steatomys pratensis,0,herbivore,0.26
Eumops patagonicus,0,insectivore,0.23
Pseudomys occidentalis,0,herbivore,0.40
Peromyscus aztecus,0,omnivore,0.26
Notoryctes caurinus,0,insectivore,0.24
Tadarida fulminans,0,insectivore,0.23
Cynopterus brachyotis,0,herbivore,0.26
Cricetulus kamensis,0,herbivore,0.26
Podoxymys roraimae,0,herbivore,0.55
Paraleptomys wilhelmina,0,herbivore,0.44
Notomys alexis,0,herbivore,0.25
Sminthopsis psammophila,0,insectivore,0.54
Chimarrogale himalayica,0,insectivore,0.27
Microcebus berthae,0,herbivore,0.71
Cricetulus lama,0,herbivore,0.26
Brucepattersonius griserufescens,0,insectivore,0.44
Hipposideros turpis,0,insectivore,0.66
Handleyomys alfaroi,0,herbivore,0.25
Antechinus adustus,0,insectivore,0.25
Desmodus rotundus,0,carnivore,0.20
Microtus oeconomus,0,herbivore,0.26
Microtus montebelli,0,herbivore,0.25
Peromyscus sagax,0,omnivore,0.45
Akodon molinae,0,insectivore,0.26
Peromyscus hylocetes,0,omnivore,0.26
Peromyscus mayensis,0,omnivore,0.93
Peromyscus furvus,0,omnivore,0.45
Hipposideros cyclops,0,insectivore,0.22
Andalgalomys olrogi,0,herbivore,0.27
Apodemus chevrieri,0,herbivore,0.26
Apodemus peninsulae,0,herbivore,0.26
Necromys lactens,0,insectivore,0.26
Peromyscus slevini,0,omnivore,0.93
Lophuromys nudicaudus,0,insectivore,0.26
Megaerops niphanae,0,herbivore,0.25
Eozapus setchuanus,0,herbivore,0.26
Akodon pervalens,0,insectivore,0.44
Arborimus pomo,0,herbivore,0.40
Akodon dayi,0,insectivore,0.26
Elephantulus revoilii,0,insectivore,0.44
Taphozous nudiventris,0,insectivore,0.25
Nesoryzomys fernandinae,0,herbivore,0.55
Marmosa tyleriana,0,omnivore,0.44
Lophostoma silvicolum,0,insectivore,0.23
Peromyscus madrensis,0,omnivore,0.75
Peromyscus stephani,0,omnivore,0.93
Dasykaluta rosamondae,0,insectivore,0.26
Micropteropus intermedius,0,herbivore,0.43
Praomys derooi,0,insectivore,0.26
Synaptomys cooperi,0,herbivore,0.26
Gerbillus jamesi,0,herbivore,0.44
Gerbillus rupicola,0,herbivore,0.27
Hipposideros pratti,0,insectivore,0.21
Microtus felteni,0,herbivore,0.26
Marmosops juninensis,0,omnivore,0.54
Chaetocauda sichuanensis,0,herbivore,0.45
Gerbillus poecilops,0,herbivore,0.26
Noctilio albiventris,0,insectivore,0.23
Praomys morio,0,herbivore,0.75
Chlorotalpa duthieae,0,insectivore,0.51
Akodon paranaensis,0,insectivore,0.26
Akodon reigi,0,insectivore,0.26
Microcebus myoxinus,0,herbivore,0.51
Crocidura flavescens,0,omnivore,0.25
Hipposideros lekaguli,0,insectivore,0.35
Pseudomys desertor,0,herbivore,0.26
Graphiurus crassicaudatus,0,omnivore,0.44
Chimarrogale phaeura,0,insectivore,0.74
Thylamys cinderella,0,insectivore,0.26
Apomys littoralis,0,herbivore,0.45
Mops mops,0,insectivore,0.34
Petaurillus kinlochii,0,herbivore,0.43
Phodopus sungorus,0,herbivore,0.26
Podomys floridanus,0,herbivore,0.39
Geoxus valdivianus,0,insectivore,0.26
Millardia gleadowi,0,herbivore,0.26
Eothenomys custos,0,herbivore,0.25
Marmosops handleyi,0,omnivore,0.93
Cricetulus migratorius,0,herbivore,0.26
Thylamys venustus,0,insectivore,0.45
Acomys cineraceus,0,herbivore,0.26
Pseudomys albocinereus,0,herbivore,0.27
Otomops formosus,0,insectivore,0.40
Akodon subfuscus,0,insectivore,0.26
Akodon mollis,0,insectivore,0.25
Cricetulus sokolovi,0,herbivore,0.26
Eptesicus hottentotus,0,insectivore,0.22
Mus mayori,0,herbivore,0.54
Alticola stoliczkanus,0,herbivore,0.26
Pygeretmus platyurus,0,herbivore,0.26
Nyctimene draconilla,0,herbivore,0.41
Thylamys tatei,0,insectivore,0.45
Myomyscus yemeni,0,insectivore,0.45
Chimarrogale sumatrana,0,insectivore,0.45
Chrysochloris visagiei,0,insectivore,0.42
Onychomys arenicola,0,insectivore,0.25
Graphiurus nagtglasii,0,omnivore,0.25
Scotophilus nux,0,insectivore,0.23
Nyctimene albiventer,0,herbivore,0.24
Microtus canicaudus,0,herbivore,0.25
Nycteris grandis,0,carnivore,0.23
Dermanura anderseni,0,herbivore,0.23
Myodes regulus,0,herbivore,0.25
Suncus zeylanicus,0,insectivore,0.74
Promops centralis,0,insectivore,0.22
Gerbillurus tytonis,0,herbivore,0.26
Coccymys ruemmleri,0,herbivore,0.26
Gerbillus nigeriae,0,herbivore,0.26
Otomops johnstonei,0,insectivore,0.41
Dryomys nitedula,0,herbivore,0.25
Akodon kofordi,0,insectivore,0.26
Oligoryzomys delticola,0,herbivore,0.26
Eumops maurus,0,insectivore,0.40
Apodemus flavicollis,0,herbivore,0.26
Taphozous hildegardeae,0,insectivore,0.54
Artibeus inopinatus,0,herbivore,0.42
Gracilinanus microtarsus,0,omnivore,0.27
Myodes shanseius,0,herbivore,0.26
Peromyscus stirtoni,0,omnivore,0.27
Marmosops invictus,0,omnivore,0.26
Chiropodomys karlkoopmani,0,herbivore,0.53
Molossus rufus,0,insectivore,0.23
Bibimys labiosus,0,herbivore,0.25
Nyctalus aviator,0,insectivore,0.36
Crocidura nicobarica,0,omnivore,0.93
Chiropodomys muroides,0,herbivore,0.44
Chiropodomys pusillus,0,herbivore,0.44
Chiropodomys calamianensis,0,herbivore,0.44
Chiropodomys major,0,herbivore,0.27
Thylamys elegans,0,insectivore,0.26
Sphaerias blanfordi,0,herbivore,0.24
Akodon iniscatus,0,insectivore,0.25
Mus platythrix,0,herbivore,0.26
Caenolestes fuliginosus,0,insectivore,0.26
Peromyscus dickeyi,0,omnivore,0.93
Akodon spegazzinii,0,insectivore,0.26
Eligmodontia puerulus,0,herbivore,0.26
Eumops auripendulus,0,insectivore,0.22
Macrotarsomys bastardi,0,herbivore,0.26
Chaetodipus baileyi,0,herbivore,0.26
Gerbillus cosensis,0,herbivore,0.45
Akodon mystax,0,insectivore,0.45
Akodon serrensis,0,insectivore,0.26
Casinycteris argynnis,0,herbivore,0.25
Lemmiscus curtatus,0,herbivore,0.26
Peromyscus keeni,0,omnivore,0.25
Thylamys pusillus,0,insectivore,0.27
Taphozous hamiltoni,0,insectivore,0.43
Diphylla ecaudata,0,carnivore,0.22
Tadarida teniotis,0,insectivore,0.23
Apodemus alpicola,0,herbivore,0.26
Rhinopoma microphyllum,0,insectivore,0.23
Peromyscus interparietalis,0,omnivore,0.93
Bibimys torresi,0,herbivore,0.55
Peromyscus difficilis,0,omnivore,0.27
Bibimys chacoensis,0,herbivore,0.26
Gerbillus cheesmani,0,herbivore,0.26
Peromyscus nasutus,0,omnivore,0.26
Nyctalus noctula,0,insectivore,0.25
Gerbillus campestris,0,herbivore,0.26
Zapus princeps,0,herbivore,0.26
Taphozous mauritianus,0,insectivore,0.25
Onychomys leucogaster,0,insectivore,0.26
Peromyscus attwateri,0,omnivore,0.26
Antechinus stuartii,0,insectivore,0.26
Abrothrix lanosus,0,herbivore,0.25
Exilisciurus concinnus,0,herbivore,0.25
Tonatia saurophila,0,insectivore,0.22
Peromyscus gossypinus,0,omnivore,0.25
Taphozous georgianus,0,insectivore,0.26
Otomops secundus,0,insectivore,0.41
Tonatia bidens,0,insectivore,0.40
Oligoryzomys longicaudatus,0,herbivore,0.26
Akodon boliviensis,0,insectivore,0.27
Gerbillus dasyurus,0,herbivore,0.27
Microtus mongolicus,0,herbivore,0.26
Gerbillus andersoni,0,herbivore,0.26
Muscardinus avellanarius,0,herbivore,0.26
Steatomys bocagei,0,herbivore,0.26
Taphozous troughtoni,0,insectivore,0.27
Zapus trinotatus,0,herbivore,0.26
Peromyscus gratus,0,omnivore,0.26
Peromyscus truei,0,omnivore,0.26
Myodes rex,0,herbivore,0.26
Scotophilus nigrita,0,insectivore,0.22
Idiurus macrotis,0,herbivore,0.26
Peromyscus yucatanicus,0,omnivore,0.27
Hylomyscus baeri,0,herbivore,0.74
Akodon sanctipaulensis,0,insectivore,0.45
Necromys amoenus,0,insectivore,0.26
Phodopus campbelli,0,herbivore,0.26
Graphiurus lorraineus,0,omnivore,0.25
Calomys callidus,0,herbivore,0.26
Phenacomys ungava,0,herbivore,0.26
Calomys boliviae,0,herbivore,0.26
Calomys hummelincki,0,herbivore,0.26
Gerbillus gerbillus,0,herbivore,0.26
Taphozous achates,0,insectivore,0.44
Akodon budini,0,insectivore,0.26
Microtus arvalis,0,herbivore,0.26
Cercartetus nanus,0,herbivore,0.26
Dryomys niethammeri,0,herbivore,0.54
Apodemus ponticus,0,herbivore,0.26
Mops leucostigma,0,insectivore,0.23
Gerbillus simoni,0,herbivore,0.26
Pseudantechinus roryi,0,insectivore,0.26
Mops condylurus,0,insectivore,0.23
Lemniscomys zebra,0,herbivore,0.27
Scolomys ucayalensis,0,omnivore,0.27
Scolomys melanops,0,omnivore,0.26
Lemniscomys macculus,0,herbivore,0.26
Acomys spinosissimus,0,herbivore,0.25
Calomys tocantinsi,0,herbivore,0.27
Cynopterus minutus,0,herbivore,0.26
Taphozous kapalgensis,0,insectivore,0.26
Cardioderma cor,0,insectivore,0.24
Nyctalus furvus,0,insectivore,0.51
Nyctalus plancyi,0,insectivore,0.25
Scoteanax rueppellii,0,insectivore,0.24
Akodon lindberghi,0,insectivore,0.44
Myopus schisticolor,0,herbivore,0.26
Deltamys kempi,0,herbivore,0.26
Chiroderma salvini,0,herbivore,0.23
Megaerops ecaudatus,0,herbivore,0.26
Marmosops cracens,0,omnivore,0.45
Lemniscomys barbarus,0,herbivore,0.26
Microtus nasarovi,0,herbivore,0.45
Lasiurus cinereus,0,insectivore,0.23
Scotophilus robustus,0,insectivore,0.22
Gerbillus gleadowi,0,herbivore,0.25
Eolagurus luteus,0,herbivore,0.26
Peromyscus beatae,0,omnivore,0.26
Platyrrhinus dorsalis,0,herbivore,0.23
Taphozous melanopogon,0,insectivore,0.26
Rhinolophus hildebrandtii,0,insectivore,0.20
Microtus pinetorum,0,herbivore,0.27
Akodon albiventer,0,insectivore,0.26
Dryomys laniger,0,herbivore,0.45
Gerbillurus paeba,0,herbivore,0.25
Hipposideros inornatus,0,insectivore,0.48
Tadarida latouchei,0,insectivore,0.42
Tadarida insignis,0,insectivore,0.41
Tadarida ventralis,0,insectivore,0.40
Tadarida lobata,0,insectivore,0.23
Megaerops kusnotoi,0,herbivore,0.53
Chimarrogale styani,0,insectivore,0.26
Apodemus semotus,0,herbivore,0.27
Scotophilus celebensis,0,insectivore,0.40
Mus pahari,0,herbivore,0.26
Apodemus pallipes,0,herbivore,0.26
Myotis myotis,0,insectivore,0.21
Antechinomys laniger,0,insectivore,0.26
Uropsilus investigator,0,insectivore,0.44
Uropsilus andersoni,0,insectivore,0.44
Uropsilus gracilis,0,insectivore,0.26
Gerbillus nanus,0,herbivore,0.26
Andalgalomys pearsoni,0,herbivore,0.26
Micropteropus pusillus,0,herbivore,0.25
Megaderma spasma,0,carnivore,0.23
Oligoryzomys brendae,0,herbivore,0.44
Oligoryzomys stramineus,0,herbivore,0.27
Gerbillus juliani,0,herbivore,0.26
Oligoryzomys griseolus,0,herbivore,0.26
Oligoryzomys magellanicus,0,herbivore,0.26
Oligoryzomys destructor,0,herbivore,0.26
Oligoryzomys andinus,0,herbivore,0.26
Phenacomys intermedius,0,herbivore,0.25
Oligoryzomys arenalis,0,herbivore,0.25
Platyrrhinus umbratus,0,herbivore,0.42
Platyrrhinus chocoensis,0,herbivore,0.49
Scotophilus nucella,0,insectivore,0.40
Scotophilus dinganii,0,insectivore,0.22
Taphozous longimanus,0,insectivore,0.25
Euroscaptor mizura,0,insectivore,0.26
Marmosops pinheiroi,0,omnivore,0.26
Sminthopsis butleri,0,insectivore,0.55
Myotis vivesi,0,insectivore,0.49
Leptonycteris curasoae,0,herbivore,0.48
Dromiciops gliroides,0,insectivore,0.39
Tscherskia triton,0,herbivore,0.26
Monticolomys koopmani,0,herbivore,0.26
Oligoryzomys fulvescens,0,herbivore,0.26
Oligoryzomys vegetus,0,herbivore,0.26
Sminthopsis granulipes,0,insectivore,0.26
Akodon azarae,0,insectivore,0.26
Mus crociduroides,0,herbivore,0.44
Abrothrix andinus,0,herbivore,0.26
Exilisciurus whiteheadi,0,herbivore,0.25
Akodon affinis,0,insectivore,0.25
Thylamys karimii,0,insectivore,0.55
Vernaya fulva,0,herbivore,0.25
Steatomys jacksoni,0,herbivore,0.45
Microtus lusitanicus,0,herbivore,0.26
Apodemus rusiges,0,herbivore,0.26
Scotophilus collinus,0,insectivore,0.23
Abrothrix sanborni,0,herbivore,0.41
Graphiurus rupicola,0,omnivore,0.25
Abrothrix olivaceus,0,herbivore,0.26
Graphiurus monardi,0,omnivore,0.44
Taphozous perforatus,0,insectivore,0.25
Platyrrhinus lineatus,0,herbivore,0.24
Microtus thomasi,0,herbivore,0.26
Vespertilio sinensis,0,insectivore,0.24
Leptonycteris nivalis,0,herbivore,0.68
Taphozous australis,0,insectivore,0.40
Mops sarasinorum,0,insectivore,0.40
Euchoreutes naso,0,herbivore,0.26
Calcochloris obtusirostris,0,insectivore,0.25
Sturnira tildae,0,herbivore,0.23
Myodes centralis,0,herbivore,0.26
Acomys ignitus,0,herbivore,0.26
Graphiurus microtis,0,omnivore,0.26
Thalpomys cerradensis,0,herbivore,0.26
Thalpomys lasiotis,0,herbivore,0.26
Akodon mimus,0,insectivore,0.26
Graphiurus johnstoni,0,omnivore,0.44
Graphiurus angolensis,0,omnivore,0.43
Oligoryzomys fornesi,0,herbivore,0.26
Microtus bavaricus,0,herbivore,0.92
Lavia frons,0,insectivore,0.24
Crocidura mutesae,0,omnivore,0.45
Peromyscus boylii,0,omnivore,0.26
Myotis blythii,0,insectivore,0.21
Chiroderma villosum,0,herbivore,0.24
Gracilinanus marica,0,omnivore,0.26
Chiropodomys gliroides,0,herbivore,0.26
Surdisorex norae,0,insectivore,0.26
Crocidura wimmeri,0,omnivore,0.93
Microtus gerbei,0,herbivore,0.25
Apodemus sylvaticus,0,herbivore,0.25
Sminthopsis leucopus,0,insectivore,0.27
Microgale gracilis,0,insectivore,0.27
Hipposideros camerunensis,0,insectivore,0.39
Microtus liechtensteini,0,herbivore,0.26
Microtus multiplex,0,herbivore,0.26
Centurio senex,0,herbivore,0.24
Lestoros inca,0,insectivore,0.26
Cercartetus caudatus,0,herbivore,0.26
Pseudantechinus bilarni,0,insectivore,0.25
Chaetodipus californicus,0,herbivore,0.26
Graphiurus surdus,0,omnivore,0.44
Chaetodipus lineatus,0,herbivore,0.44
Crocidura grandiceps,0,omnivore,0.40
Chaetodipus goldmani,0,herbivore,0.39
Falsistrellus mackenziei,0,insectivore,0.37
Chaetodipus arenarius,0,herbivore,0.26
Crocidura nigeriae,0,omnivore,0.26
Oligoryzomys chacoensis,0,herbivore,0.26
Peromyscus levipes,0,omnivore,0.26
Centronycteris maximiliani,0,insectivore,0.25
Centronycteris centralis,0,insectivore,0.25
Arborimus albipes,0,herbivore,0.25
Lasiurus intermedius,0,insectivore,0.23
Microgale thomasi,0,insectivore,0.27
Juliomys pictipes,0,herbivore,0.26
Mus famulus,0,herbivore,0.75
Eptesicus serotinus,0,insectivore,0.22
Cricetulus barabensis,0,herbivore,0.26
Reithrodontomys creper,0,herbivore,0.26
Eremitalpa granti,0,insectivore,0.25
Hylomyscus carillus,0,herbivore,0.26
Falsistrellus petersi,0,insectivore,0.42
Peromyscus eremicus,0,omnivore,0.26
Microtus duodecimcostatus,0,herbivore,0.27
Akodon fumeus,0,insectivore,0.26
Rhinolophus ferrumequinum,0,insectivore,0.18
Falsistrellus tasmaniensis,0,insectivore,0.23
Sturnira magna,0,herbivore,0.23
Oligoryzomys microtis,0,herbivore,0.26
Arborimus longicaudus,0,herbivore,0.40
Sturnira mistratensis,0,herbivore,0.41
Ochrotomys nuttalli,0,herbivore,0.26
Lophostoma carrikeri,0,insectivore,0.23
Hyperacrius fertilis,0,herbivore,0.39
Apodemus draco,0,herbivore,0.26
Napaeozapus insignis,0,herbivore,0.25
Leptonycteris yerbabuenae,0,herbivore,0.35
Scotomanes ornatus,0,insectivore,0.23
Bauerus dubiaquercus,0,insectivore,0.37
Antechinus agilis,0,insectivore,0.27
Hylomyscus aeta,0,herbivore,0.26
Cricetulus longicaudatus,0,herbivore,0.27
Peromyscus caniceps,0,omnivore,0.93
Gracilinanus agilis,0,omnivore,0.26
Eothenomys olitor,0,herbivore,0.26
Acomys kempi,0,herbivore,0.26
Antrozous pallidus,0,insectivore,0.26
Onychomys torridus,0,insectivore,0.25
Platyrrhinus recifinus,0,herbivore,0.24
Mops thersites,0,insectivore,0.24
Neamblysomus julianae,0,insectivore,0.90
Peromyscus eva,0,omnivore,0.26
Taphozous hilli,0,insectivore,0.26
Acomys percivali,0,herbivore,0.25
Sturnira oporaphilum,0,herbivore,0.23
Otonycteris hemprichii,0,insectivore,0.24
Leggadina forresti,0,herbivore,0.26
Pseudohydromys occidentalis,0,insectivore,0.45
Pseudomys apodemoides,0,herbivore,0.26
Nanonycteris veldkampii,0,herbivore,0.25
Nyctalus azoreum,0,insectivore,0.52
Nyctalus montanus,0,insectivore,0.25
Chaerephon plicatus,0,insectivore,0.24
Hipposideros lamottei,0,insectivore,0.88
Hipposideros coxi,0,insectivore,0.70
Hipposideros demissus,0,insectivore,0.48
Hipposideros crumeniferus,0,insectivore,0.41
Hipposideros inexpectatus,0,insectivore,0.38
Hipposideros pelingensis,0,insectivore,0.34
Hipposideros fuliginosus,0,insectivore,0.23
Hipposideros abae,0,insectivore,0.23
Hipposideros thomensis,0,insectivore,0.22
Macroglossus sobrinus,0,herbivore,0.25
Peromyscus fraterculus,0,omnivore,0.25
Chaetodipus artus,0,herbivore,0.25
Mops niveiventer,0,insectivore,0.24
Lonchophylla mordax,0,herbivore,0.38
Perognathus parvus,0,herbivore,0.26
Peromyscus pseudocrinitus,0,omnivore,0.93
Peromyscus sejugis,0,omnivore,0.75
Calomyscus hotsoni,0,herbivore,0.25
Mus saxicola,0,herbivore,0.26
Pseudohydromys ellermani,0,insectivore,0.26
Calomyscus baluchi,0,herbivore,0.26
Juliomys rimofrons,0,herbivore,0.40
Oligoryzomys flavescens,0,herbivore,0.26
Synaptomys borealis,0,herbivore,0.26
Notiomys edwardsii,0,insectivore,0.25
Sminthopsis macroura,0,insectivore,0.25
Scotonycteris zenkeri,0,herbivore,0.25
Reithrodontomys rodriguezi,0,herbivore,0.26
Mops trevori,0,insectivore,0.41
Mops niangarae,0,insectivore,0.40
Rhyncholestes raphanurus,0,insectivore,0.38
Calomyscus urartensis,0,herbivore,0.27
Rhagomys rufescens,0,herbivore,0.54
Apomys musculus,0,herbivore,0.26
Rhagomys longilingua,0,herbivore,0.26
Apodemus agrarius,0,herbivore,0.26
Peromyscus leucopus,0,omnivore,0.26
Petaurillus hosei,0,herbivore,0.43
Stenoderma rufum,0,herbivore,0.37
Cryptochloris zyli,0,carnivore,0.72
Hylomyscus grandis,0,herbivore,0.75
Molossus sinaloae,0,insectivore,0.23
Apodemus argenteus,0,herbivore,0.26
Crocidura foxi,0,omnivore,0.26
Sturnira ludovici,0,herbivore,0.24
Sturnira luisi,0,herbivore,0.24
Phyllops falcatus,0,herbivore,0.24
Sturnira bogotensis,0,herbivore,0.24
Pseudantechinus ningbing,0,insectivore,0.27
Myodes glareolus,0,herbivore,0.26
Petromyscus monticularis,0,omnivore,0.26
Chaerephon bregullae,0,insectivore,0.69
Chaerephon solomonis,0,insectivore,0.24
Chaerephon jobensis,0,insectivore,0.23
Thylamys velutinus,0,insectivore,0.40
Blarina brevicauda,0,omnivore,0.26
Akodon lutescens,0,insectivore,0.27
Steatomys krebsii,0,herbivore,0.26
Hesperoptenus tomesi,0,insectivore,0.50
Apodemus witherbyi,0,herbivore,0.25
Calomys lepidus,0,herbivore,0.26
Lophostoma evotis,0,insectivore,0.22
Rhinolophus rufus,0,insectivore,0.35
Oligoryzomys nigripes,0,herbivore,0.27
Peromyscus maniculatus,0,omnivore,0.26
Crocidura lamottei,0,omnivore,0.26
Gracilinanus aceramarcae,0,omnivore,0.26
Sicista pseudonapaea,0,herbivore,0.45
Mus cookii,0,herbivore,0.26
Petromyscus barbouri,0,omnivore,0.26
Calomyscus grandis,0,herbivore,0.45
Calomyscus mystax,0,herbivore,0.26
Calomyscus bailwardi,0,herbivore,0.25
Calomyscus elburzensis,0,herbivore,0.25
Dermanura azteca,0,herbivore,0.24
Microtus oregoni,0,herbivore,0.25
Chaetodipus rudinoris,0,herbivore,0.26
Scotophilus kuhlii,0,insectivore,0.23
Lagurus lagurus,0,herbivore,0.26
Scotophilus leucogaster,0,insectivore,0.22
Acomys louisae,0,herbivore,0.26
Mus vulcani,0,herbivore,0.26
Reithrodontomys spectabilis,0,herbivore,0.93
Phyllotis amicus,0,herbivore,0.26
Chaerephon nigeriae,0,insectivore,0.23
Calomys musculinus,0,herbivore,0.25
Graphiurus murinus,0,omnivore,0.26
Syconycteris hobbit,0,herbivore,0.25
Reithrodontomys tenuirostris,0,herbivore,0.75
Reithrodontomys hirsutus,0,herbivore,0.54
Reithrodontomys burti,0,herbivore,0.44
Anourosorex schmidi,0,insectivore,0.44
Microtus brachycercus,0,herbivore,0.27
Crocidura nigricans,0,omnivore,0.27
Anourosorex squamipes,0,insectivore,0.26
Microtus savii,0,herbivore,0.26
Gerbillus mesopotamiae,0,herbivore,0.26
Anourosorex assamensis,0,insectivore,0.26
Petromyscus collinus,0,omnivore,0.26
Reithrodontomys microdon,0,herbivore,0.26
Calomys sorellus,0,herbivore,0.25
Anourosorex yamashinai,0,insectivore,0.25
Sturnira lilium,0,herbivore,0.23
Sicista caudata,0,herbivore,0.45
Hylomyscus alleni,0,herbivore,0.26
Hipposideros madurae,0,insectivore,0.24
Hipposideros sumbae,0,insectivore,0.23
Hipposideros larvatus,0,insectivore,0.23
Hipposideros grandis,0,insectivore,0.23
Myodes rutilus,0,herbivore,0.25
Thaptomys nigrita,0,herbivore,0.26
Chiroderma doriae,0,herbivore,0.24
Sminthopsis fuliginosus,0,insectivore,0.44
Sminthopsis bindi,0,insectivore,0.40
Myodes gapperi,0,herbivore,0.26
Artibeus concolor,0,herbivore,0.24
Scotophilus viridis,0,insectivore,0.23
Eothenomys melanogaster,0,herbivore,0.26
Pteronotus parnellii,0,insectivore,0.23
Chaerephon aloysiisabaudiae,0,insectivore,0.23
Monodelphis americana,0,omnivore,0.27
Sminthopsis gilberti,0,insectivore,0.26
Marmosops bishopi,0,omnivore,0.26
Hylomyscus stella,0,herbivore,0.27
Chaetodipus formosus,0,herbivore,0.26
Scaptonyx fusicaudus,0,insectivore,0.26
Pteronotus paraguanensis,0,insectivore,0.71
Rhinolophus yunanensis,0,insectivore,0.22
