"Order","Genus_species","lnMass_g","Recoded_Diet","FAD","LAD","FAD_interval","LAD_interval","sources"
"Notoryctemorphia","Notoryctes typhlops",4.00733318523247,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Notoungulata","Mixotoxodon larensis",13.8155105579643,"herbivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Notoungulata","Toxodon bilobidens",13.9108207377686,"herbivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Notoungulata","Toxodon paradoxus",13.8155105579643,"herbivore",2.58,0.01,"Pleistocene","Holocene","mom"
"Notoungulata","Toxodon platensis",14.3114255689945,"herbivore",2.58,0.012,"Pleistocene","Pleistocene","mom"
"Panameriungulata","Ellipsodon inaequidens",6.421909824,"omnivore",63.3,61.7,"Paleocene","Paleocene","supp"
"Paucituberculata","Caenolestes caniventer",3.68887945411394,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Paucituberculata","Caenolestes convelatus",3.68887945411394,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Paucituberculata","Caenolestes fuliginosus",3.32503602069659,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Paucituberculata","Lestoros inca",3.04927304048202,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Paucituberculata","Rhyncholestes raphanurus",3.04452243772342,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Chaeropus ecaudatus",5.29831736654804,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Echymipera rufescens",7.00306545878646,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Isoodon auratus",6.05208916892442,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Isoodon macrourus",7.37775890822787,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Isoodon obesulus",6.65286302935335,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Macrotis lagotis",7.20785987143248,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Macrotis leucura",5.86929691313377,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Perameles bougainville",5.42053499927229,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Perameles eremiana",6.21460809842219,"invertivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Perameles gunnii",6.76849321164863,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Perameles nasuta",6.88243747099785,"omnivore",2.58,0,"Pleistocene","Holocene","mom"
"Peramelemorphia","Thylacoleo carnifex",11.6526874073454,"carnivore",2.58,0.048,"Pleistocene","Pleistocene","mom"
"Peramura","Kouriogenys minor",1.612262664,"invertivore",145,140.2,"Early Cretaceous","Early Cretaceous","supp"
"Peramura","Peramuroides tenuiscus",0.929702685,"invertivore",145,140.2,"Early Cretaceous","Early Cretaceous","supp"
"Perissodactyla","Aceratherium incisivum",13.90991655,"herbivore",10.4,4.266,"Miocene","Pliocene","lyons"
"Perissodactyla","Acerorhinus palaeosinensis",14.12866213,"herbivore",6.325,6.325,"Miocene","Miocene","lyons"
"Perissodactyla","Acerorhinus zernowi",13.70959164,"herbivore",9.2,9.2,"Miocene","Miocene","lyons"
"Perissodactyla","Acritohippus isonesus",11.99147847,"herbivore",18.3,13.2,"Miocene","Miocene","lyons"
"Perissodactyla","Acritohippus quinni",11.8038976,"herbivore",16.6,14.9,"Miocene","Miocene","lyons"
"Perissodactyla","Alicornops simorrensis",13.38492715,"herbivore",18.45,10.154,"Miocene","Miocene","lyons"
"Perissodactyla","Amphicaenopus platycephalus",14.69,"herbivore",32.55,32.55,"Oligocene","Oligocene","lyons"
"Perissodactyla","Amynodon advenus",13.13165335,"herbivore",49.25,40.35,"Eocene","Eocene","lyons"
"Perissodactyla","Amynodon reedi",13.16958199,"herbivore",44.75,44.75,"Eocene","Eocene","lyons"
"Perissodactyla","Amynodontopsis bodei",13.14396534,"herbivore",40.5,38.9,"Eocene","Eocene","lyons"
"Perissodactyla","Anchitherium clarencei",12.26994274,"herbivore",21.7,17.375,"Miocene","Miocene","lyons"
"Perissodactyla","Anchitherium navasotae",11.7045,"herbivore",18.65,18.6,"Miocene","Miocene","lyons"
"Perissodactyla","Ancylotherium pentelicum",14.83785834,"herbivore",8.47,3.96,"Miocene","Pliocene","lyons"
"Perissodactyla","Aphelops malacorhinus",14.38450352,"herbivore",11.2,9.25,"Miocene","Miocene","lyons"
"Perissodactyla","Aphelops megalodus",14.091,"herbivore",17.8,11.9,"Miocene","Miocene","lyons"
"Perissodactyla","Aphelops mutilus",14.81352474,"herbivore",11.3,7.15,"Miocene","Miocene","lyons, lyons"
"Perissodactyla","Aprotodon fatehjangense",13.59906756,"herbivore",21.2,8.47,"Miocene","Miocene","lyons"
"Perissodactyla","Aprotodon lanzhouensis",13.90991655,"herbivore",25.715,25.715,"Oligocene","Oligocene","lyons"
"Perissodactyla","Archaeohippus blackbergi",10.07201532,"herbivore",21.7,17.375,"Miocene","Miocene","lyons"
"Perissodactyla","Archaeohippus mannulus",12.93592305,"herbivore",19.55,19.55,"Miocene","Miocene","lyons"
"Perissodactyla","Archaeohippus mourningi",11.6186978,"herbivore",16.95,15.7,"Miocene","Miocene","lyons"
"Perissodactyla","Archaeohippus penultimus",11.015,"herbivore",17.65,17.3,"Miocene","Miocene","lyons"
"Perissodactyla","Archaeohippus stenolophus",11.20954586,"herbivore",20.5,19.15,"Miocene","Miocene","lyons"
"Perissodactyla","Archaeohippus ultimus",10.156,"herbivore",16.85,15.7,"Miocene","Miocene","lyons"
"Perissodactyla","Arenahippus aemulor",9.286406304,"herbivore",55.1,53.25,"Eocene","Eocene","lyons"
"Perissodactyla","Arenahippus pernix",9.104979856,"herbivore",54.6,52.6,"Eocene","Eocene","lyons"
"Perissodactyla","Astrohippus ansae",12.10597826,"herbivore",8.4,7.15,"Miocene","Miocene","lyons"
"Perissodactyla","Astrohippus stockii",11.73481397,"herbivore",8.2,5.65,"Miocene","Miocene","lyons"
"Perissodactyla","Brachypotherium brachypus",14.28523792,"herbivore",16.435,11.608,"Miocene","Miocene","lyons"
"Perissodactyla","Brachypotherium perimense",14.49937833,"herbivore",18.45,8.47,"Miocene","Miocene","lyons"
"Perissodactyla","Brontops brachycephalus",15.17173318,"herbivore",38.6,34.15,"Eocene","Eocene","lyons"
"Perissodactyla","Brontops dispar",15.51432432,"herbivore",38.15,36.2,"Eocene","Eocene","lyons"
"Perissodactyla","Caementodon (Caementodon) oettingenae",13.59906756,"herbivore",18.45,18.45,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus cerasinus",11.40054958,"herbivore",11.6,8.75,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus elachistus",10.65670803,"herbivore",10.95,8.5,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus hondurensis",11.47263339,"herbivore",11.6,8.5,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus maccartyi",11.19747131,"herbivore",9.05,8.95,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus martini",11.86726677,"herbivore",13.6,9.9,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus placidus",11.42314495,"herbivore",13.1,11.7,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus proplacidus",11.40400355,"herbivore",17.8,12.75,"Miocene","Miocene","lyons"
"Perissodactyla","Calippus regulus",10.69290721,"herbivore",12.9,11.6,"Miocene","Miocene","lyons"
"Perissodactyla","Cardiolophus radinskyi",9.349233047,"herbivore",55.7,54.25,"Eocene","Eocene","lyons"
"Perissodactyla","Cardiolophus semihians",9.395,"herbivore",54.2,53.3,"Eocene","Eocene","lyons"
"Perissodactyla","Ceratotherium neumayri",13.99741478,"herbivore",8.47,7.498,"Miocene","Miocene","lyons"
"Perissodactyla","Ceratotherium praecox",14.55694296,"herbivore",12.809,1.3,"Miocene","Pleistocene","lyons"
"Perissodactyla","Ceratotherium simum",14.8973110862713,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Ceratotherium simum",15.0964444,"herbivore",11.521,0.3965,"Miocene","Pleistocene","lyons"
"Perissodactyla","Chalicotherium grande",13.75334076,"herbivore",14.81,10.154,"Miocene","Miocene","lyons"
"Perissodactyla","Chilotherium anderssoni",13.90991655,"herbivore",8.47,8.47,"Miocene","Miocene","lyons"
"Perissodactyla","Chilotherium habereri",13.45860987,"herbivore",8.725,4.266,"Miocene","Pliocene","lyons"
"Perissodactyla","Chilotherium persiae",13.99741478,"herbivore",8.47,8.47,"Miocene","Miocene","lyons"
"Perissodactyla","Chilotherium schlosseri",13.86616743,"herbivore",9.427,6.073,"Miocene","Miocene","lyons"
"Perissodactyla","Coelodonta antiquitatis",14.8793048710306,"herbivore",2.58,0.014,"Pleistocene","Pleistocene","mom"
"Perissodactyla","Coelodonta antiquitatis",14.87930487,"herbivore",1.6845,0.069,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Colodon cingulatus",12.061,"herbivore",38.9,32.85,"Eocene","Oligocene","lyons"
"Perissodactyla","Colodon kayi",10.32820218,"herbivore",43.05,35.85,"Eocene","Eocene","lyons"
"Perissodactyla","Colodon occidentalis",10.98,"herbivore",36.9,33.2,"Eocene","Oligocene","lyons"
"Perissodactyla","Colodon stovalli",10.54020218,"herbivore",38.35,37.1,"Eocene","Eocene","lyons"
"Perissodactyla","Colodon woodi",10.10510789,"herbivore",45.25,41.8,"Eocene","Eocene","lyons"
"Perissodactyla","Cormohipparion emsliei",11.777,"herbivore",10,3.35,"Miocene","Pliocene","lyons"
"Perissodactyla","Cormohipparion goorisi",11.18462793,"herbivore",17.75,15.85,"Miocene","Miocene","lyons"
"Perissodactyla","Cormohipparion ingenuum",11.72759757,"herbivore",11.7,7.6,"Miocene","Miocene","lyons"
"Perissodactyla","Cormohipparion occidentale",12.25823063,"herbivore",11.6,11.6,"Miocene","Miocene","lyons"
"Perissodactyla","Cormohipparion plicatile",12.15188927,"herbivore",10.95,8.5,"Miocene","Miocene","lyons"
"Perissodactyla","Cormohipparion quinni",11.99,"herbivore",13,12.75,"Miocene","Miocene","lyons"
"Perissodactyla","Desmatippus avus",11.9955,"herbivore",17.2,15.65,"Miocene","Miocene","lyons"
"Perissodactyla","Desmatippus nebrascensis",12.046,"herbivore",21.4,20.2,"Miocene","Miocene","lyons"
"Perissodactyla","Desmatippus texanus",11.217,"herbivore",22.4,21.25,"Miocene","Miocene","lyons"
"Perissodactyla","Desmatippus tyleri",11.282,"herbivore",20.85,17.375,"Miocene","Miocene","lyons"
"Perissodactyla","Diceratherium annectens",13.72663718,"herbivore",27.5,21.6,"Oligocene","Miocene","lyons"
"Perissodactyla","Diceratherium armatum",14.166158675,"herbivore",32.7,21.9,"Oligocene","Miocene","lyons, lyons"
"Perissodactyla","Diceratherium niobrarense",14.56,"herbivore",21.45,21.45,"Miocene","Miocene","lyons"
"Perissodactyla","Diceratherium tridactylum",13.88064834,"herbivore",32.55,31.05,"Oligocene","Oligocene","lyons"
"Perissodactyla","Dicerorhinus sumatrensis",14.0518995991864,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Dicerorhinus sumatrensis",14.0518995991864,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Diceros bicornis",13.9814578654524,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Dihoplus kirchbergensis",14.28523792,"herbivore",0.4535,0.4535,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Dihoplus schleiermacheri",13.99741478,"herbivore",12.154,3.96,"Miocene","Pliocene","lyons"
"Perissodactyla","Dilophodon minusculus",9.026,"herbivore",49.25,45.15,"Eocene","Eocene","lyons"
"Perissodactyla","Dinohippus interpolatus",12.52724365,"herbivore",10.25,5.8,"Miocene","Miocene","lyons"
"Perissodactyla","Dinohippus leardi",11.74671509,"herbivore",11.8,10.75,"Miocene","Miocene","lyons"
"Perissodactyla","Dinohippus leidyanus",12.31883025,"herbivore",11.1,6.3,"Miocene","Miocene","lyons"
"Perissodactyla","Dinohippus mexicanus",12.74078478,"herbivore",10.1,5.5,"Miocene","Miocene","lyons"
"Perissodactyla","Diplacodon elatus",14.066765265,"herbivore",43.3,41.4,"Eocene","Eocene","lyons, lyons"
"Perissodactyla","Duchesnehippus intermedius",9.43,"herbivore",39.35,38.9,"Eocene","Eocene","lyons"
"Perissodactyla","Duchesneodus uintensis",14.1426263,"herbivore",40,37.2,"Eocene","Eocene","lyons"
"Perissodactyla","Elasmotherium sibiricum",15.42494847,"herbivore",1.294,1.294,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Eohippus cristatus",9.737534982,"herbivore",54.4,53.3,"Eocene","Eocene","lyons"
"Perissodactyla","Eomoropus amarorum",10.761,"herbivore",45.15,44.75,"Eocene","Eocene","lyons"
"Perissodactyla","Eomoropus anarsius",10.761,"herbivore",44.95,43.15,"Eocene","Eocene","lyons"
"Perissodactyla","Eotitanops borealis",11.26981321,"herbivore",52.25,49.25,"Eocene","Eocene","lyons"
"Perissodactyla","Eotitanops gregoryi",11.06766097,"herbivore",51.8,50.45,"Eocene","Eocene","lyons"
"Perissodactyla","Epihippus gracilis",10.14289987,"herbivore",49.25,39.6,"Eocene","Eocene","lyons"
"Perissodactyla","Epitriplopus uintensis",11.184,"herbivore",44.75,40.65,"Eocene","Eocene","lyons"
"Perissodactyla","Equus (Hemionus) hemionus",12.57671978,"herbivore",1.3,0.3905,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Equus andium",12.3013828253345,"herbivore",2.58,0.0119,"Pleistocene","Pleistocene","mom"
"Perissodactyla","Equus asinus",12.013691667993,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus capensis",12.7656884334656,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus complicatus",12.84772836,"herbivore",1.6845,0.02987,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Equus conversidens",12.54499091,"herbivore",1.3,0.00941,"Pleistocene","Holocene","lyons"
"Perissodactyla","Equus francisci",12.28727832,"herbivore",3,0.069,"Pliocene","Pleistocene","lyons"
"Perissodactyla","Equus fraternus",11.65508789,"herbivore",1.55,0.01155,"Pleistocene","Holocene","lyons"
"Perissodactyla","Equus giganteus",12.89908169,"herbivore",4.9,0.0117,"Pliocene","Pleistocene","supp"
"Perissodactyla","Equus grevyi",12.9190220783862,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus hemionus",12.3458345879053,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus hydruntinus",12.57671978,"herbivore",1.6845,0.069,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Equus insulatus",12.768541502448,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus kiang",12.5245263766487,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus lasallei",12.7656884334656,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus leidyi",12.28077294,"herbivore",1.8,0.069,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Equus neogeus",12.8426494746017,"herbivore",2.58,0.0119,"Pleistocene","Pleistocene","mom"
"Perissodactyla","Equus niobrarensis",12.94596828,"herbivore",1.006,0.069,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Equus quagga",12.8992198260901,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus santaeelenae",12.7656884334656,"herbivore",2.58,0.011,"Pleistocene","Holocene","mom"
"Perissodactyla","Equus scotti",13.072,"herbivore",4.125,0.00941,"Pliocene","Holocene","lyons"
"Perissodactyla","Equus zebra",12.5672331288786,"herbivore",2.58,0,"Pleistocene","Holocene","mom"
"Perissodactyla","Floridaceras whitei",14.51,"herbivore",21.7,19.7,"Miocene","Miocene","lyons"
"Perissodactyla","Fouchia elyensis",7.799,"herbivore",49.75,49.75,"Eocene","Eocene","lyons"
"Perissodactyla","Gaindatherium browni",13.59906756,"herbivore",12.375,9.427,"Miocene","Miocene","lyons"
"Perissodactyla","Haplohippus texanus",9.532,"herbivore",39.6,38.35,"Eocene","Eocene","lyons"
"Perissodactyla","Heptodon calciculus",9.652,"herbivore",53.8,50.9375,"Eocene","Eocene","lyons"
"Perissodactyla","Heptodon posticus",10.413,"herbivore",53.4875,50.9375,"Eocene","Eocene","lyons"
"Perissodactyla","Heteraletes leotanus",8.778182831,"herbivore",43.05,40.25,"Eocene","Eocene","lyons"
"Perissodactyla","Heteropliohippus hulberti",13.10262602,"herbivore",14.181,14.181,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion catalaunicum",12.17606997,"herbivore",10.154,10.154,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion chiai",12.22672684,"herbivore",8.725,8.725,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion dietrichi",12.15534671,"herbivore",8.225,2.588,"Miocene","Pliocene","lyons"
"Perissodactyla","Hipparion forcei",12.33163965,"herbivore",11.8,11.7,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion heintzi",12.69184903,"herbivore",4.266,4.266,"Pliocene","Pliocene","lyons"
"Perissodactyla","Hipparion hippidiodus",12.18067514,"herbivore",6.325,4.466,"Miocene","Pliocene","lyons"
"Perissodactyla","Hipparion longipes",12.27738372,"herbivore",4.266,4.266,"Pliocene","Pliocene","lyons"
"Perissodactyla","Hipparion matthewi",11.98,"herbivore",8.47,7.016,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion platigenis",12.25435786,"herbivore",9.427,9.427,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion plocodus",11.72015812,"herbivore",6.325,6.325,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion tehonense",11.71636273,"herbivore",12.25,8.6,"Miocene","Miocene","lyons"
"Perissodactyla","Hipparion weihoense",12.32343542,"herbivore",8.725,8.725,"Miocene","Miocene","lyons"
"Perissodactyla","Hippidion principale",13.14776088,"herbivore",1.6845,0.4535,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Hippidion saldiasi",12.4800112,"herbivore",0.069,0.069,"Pleistocene","Pleistocene","lyons"
"Perissodactyla","Hippotherium brachypus",12.35797419,"herbivore",7.498,3.96,"Miocene","Pliocene","lyons"
"Perissodactyla","Hippotherium primigenium",12.52145774,"herbivore",12.629,1.806,"Miocene","Pleistocene","lyons"
"Perissodactyla","Hippotherium sumegense",12.34646127,"herbivore",10.4,10.4,"Miocene","Miocene","lyons"
"Perissodactyla","Hispanotherium matritense",13.79478729,"herbivore",16.435,8.47,"Miocene","Miocene","lyons, lyons"
"Perissodactyla","Homogalax aureus",9.325,"herbivore",53.6,53.6,"Eocene","Eocene","lyons"
"Perissodactyla","Homogalax protapirinus",9.395,"herbivore",55.8,52.9,"Eocene","Eocene","lyons"
"Perissodactyla","Hoploaceratherium tetradactylum",13.52999001,"herbivore",13.789,11.925,"Miocene","Miocene","lyons"
"Perissodactyla","Hypohippus affinis",12.46367021,"herbivore",17.8,11.7,"Miocene","Miocene","lyons"
"Perissodactyla","Hypohippus equinus",12.4225,"herbivore",22.9,22.9,"Miocene","Miocene","lyons"
"Perissodactyla","Hypohippus osborni",12.47011204,"herbivore",16.4,11.9,"Miocene","Miocene","lyons"
"Perissodactyla","Hyrachyus eximius",11.7229238,"herbivore",52.1,45.15,"Eocene","Eocene","lyons"
"Perissodactyla","Hyrachyus modestus",11.14351518,"herbivore",52.2,46.15,"Eocene","Eocene","lyons, lyons"
"Perissodactyla","Hyracodon leidyanus",12.37623621,"herbivore",33.1,31.55,"Oligocene","Oligocene","lyons"
"Perissodactyla","Hyracodon medius",10.958,"herbivore",43.05,37.2,"Eocene","Eocene","lyons"
"Perissodactyla","Hyracodon nebraskensis",11.99489779,"herbivore",37.5,31.55,"Eocene","Oligocene","lyons"
"Perissodactyla","Hyracodon petersoni",11.24405879,"herbivore",36.7,36.6,"Eocene","Eocene","lyons"
"Perissodactyla","Hyracodon priscidens",11.77079498,"herbivore",37.75,35.5,"Eocene","Eocene","lyons"
"Perissodactyla","Hyracotherium vasacciense",8.805428415,"herbivore",53.7,50.45,"Eocene","Eocene","lyons"
"Perissodactyla","Isectolophus annectens",10.3238356,"herbivore",47.95,41.55,"Eocene","Eocene","lyons"
"Perissodactyla","Isectolophus latidens",10.08701808,"herbivore",49.75,46.15,"Eocene","Eocene","lyons"
"Perissodactyla","Kalobatippus avus",10.54123456,"herbivore",23.5,23.5,"Oligocene","Oligocene","lyons"
"Perissodactyla","Lambdotherium popoagicum",9.726,"herbivore",53.7,50.9375,"Eocene","Eocene","lyons"
